date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,12.737383943417692,0.0,0.0,0.0,0.0,0.0
2020-01-25,15.830815673734019,0.0,0.0,0.0,0.0,0.0
2020-01-26,26.274174026853462,0.0,0.0,0.0,0.0,0.0
2020-01-27,25.4233052260771,0.0,0.0,0.0,0.0,0.0
2020-01-28,26.070254381463023,0.0,0.0,0.0,0.0,0.0
2020-01-29,27.691440370418107,0.0,0.0,0.0,0.0,0.0
2020-01-30,42.47167176615091,0.0,0.0,0.0,0.0,0.0
2020-01-31,51.73750672283849,0.0,0.0,0.0,0.0,0.0
2020-02-01,56.084501516074766,0.0,0.0,0.0,0.0,0.0
2020-02-02,58.981065332989765,0.0,0.0,0.0,0.0,0.0
2020-02-03,65.44437399946322,0.0,0.0,0.0,0.0,0.0
2020-02-04,62.23590224943987,0.0,0.0,0.0,0.0,0.0
2020-02-05,68.010588101018,0.0,0.0,0.0,0.0,0.0
2020-02-06,72.83415021615987,0.0,0.0,0.0,0.0,0.0
2020-02-07,65.34947272247221,0.0,0.0,0.0,0.0,0.0
2020-02-08,63.09951458186054,0.0,0.0,0.0,0.0,0.0
2020-02-09,41.246689729573625,0.0,0.0,0.0,0.0,0.0
2020-02-10,47.43836886688944,0.0,0.0,0.0,0.0,0.0
2020-02-11,43.08292880000983,0.0,0.0,0.0,0.0,0.0
2020-02-12,54.71301194198632,0.0,0.0,0.0,0.0,0.0
2020-02-13,55.897633543874804,0.0,0.0,0.0,0.0,0.0
2020-02-14,60.50062079932494,0.0,0.0,0.0,0.0,0.0
2020-02-15,55.357763788207066,0.0,0.0,0.0,0.0,0.0
2020-02-16,34.90695933895764,0.0,0.0,0.0,0.0,0.0
2020-02-17,92.76956316025357,0.0,0.0,0.0,0.0,0.0
