date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.5330447996308466,0.0,0.0,0.0,0.0,0.0
2020-01-25,0.8698559188264166,0.0,0.0,0.0,0.0,0.0
2020-01-26,2.7491697834661513,0.0,0.0,0.0,0.0,0.0
2020-01-27,2.5100778255216953,0.0,0.0,0.0,0.0,0.0
2020-01-28,2.74256367483065,0.0,0.0,0.0,0.0,0.0
2020-01-29,2.5318926816419323,0.0,0.0,0.0,0.0,0.0
2020-01-30,3.130505900271967,0.0,0.0,0.0,0.0,0.0
2020-01-31,4.166483885374731,0.0,0.0,0.0,0.0,0.0
2020-02-01,34.35281517943309,0.0,0.0,0.0,0.0,0.0
2020-02-02,27.306611318035063,0.0,0.0,0.0,0.0,0.0
2020-02-03,28.500942228678454,0.0,0.0,0.0,0.0,0.0
2020-02-04,27.80836737646606,0.0,0.0,0.0,0.0,0.0
2020-02-05,29.89847781894487,0.0,0.0,0.0,0.0,0.0
2020-02-06,29.10013733751726,0.0,0.0,0.0,0.0,0.0
2020-02-07,33.503667685484494,0.0,0.0,0.0,0.0,0.0
2020-02-08,40.33179160717293,0.0,0.0,0.0,0.0,0.0
2020-02-09,29.99329933883781,0.0,0.0,0.0,0.0,0.0
2020-02-10,27.25175996281267,0.0,0.0,0.0,0.0,0.0
2020-02-11,27.292030585883328,0.0,0.0,0.0,0.0,0.0
2020-02-12,31.141384991112865,0.0,0.0,0.0,0.0,0.0
2020-02-13,29.08647623195721,0.0,0.0,0.0,0.0,0.0
2020-02-14,37.64246507275233,0.0,0.0,0.0,0.0,0.0
2020-02-15,6.739170885781532,0.0,0.0,0.0,0.0,0.0
2020-02-16,4.4368706160063125,0.0,0.0,0.0,0.0,0.0
2020-02-17,11.071196235542232,0.0,0.0,0.0,0.0,0.0
