date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.5330447996308466,0.0,0.0,0.0,0.0,0.0
2020-01-25,2.046531811724557,0.0,0.0,0.0,0.0,0.0
2020-01-26,11.00123188098031,0.0,0.0,0.0,0.0,0.0
2020-01-27,11.30961696911542,0.0,0.0,0.0,0.0,0.0
2020-01-28,10.860709992916203,0.0,0.0,0.0,0.0,0.0
2020-01-29,10.529897552574889,0.0,0.0,0.0,0.0,0.0
2020-01-30,11.549862137425809,0.0,0.0,0.0,0.0,0.0
2020-01-31,14.19324399600595,0.0,0.0,0.0,0.0,0.0
2020-02-01,12.232636003673889,0.0,0.0,0.0,0.0,0.0
2020-02-02,14.059107705401011,0.0,0.0,0.0,0.0,0.0
2020-02-03,14.002272032857164,0.0,0.0,0.0,0.0,0.0
2020-02-04,12.640636228635568,0.0,0.0,0.0,0.0,0.0
2020-02-05,14.355133359502679,0.0,0.0,0.0,0.0,0.0
2020-02-06,15.532905545094945,0.0,0.0,0.0,0.0,0.0
2020-02-07,18.210486385072894,0.0,0.0,0.0,0.0,0.0
2020-02-08,18.140132447032048,0.0,0.0,0.0,0.0,0.0
2020-02-09,7.352736842573957,0.0,0.0,0.0,0.0,0.0
2020-02-10,8.208582330407534,0.0,0.0,0.0,0.0,0.0
2020-02-11,7.498476754462581,0.0,0.0,0.0,0.0,0.0
2020-02-12,8.852833090971956,0.0,0.0,0.0,0.0,0.0
2020-02-13,10.15126612345576,0.0,0.0,0.0,0.0,0.0
2020-02-14,10.926382423197882,0.0,0.0,0.0,0.0,0.0
2020-02-15,10.005529729564852,0.0,0.0,0.0,0.0,0.0
2020-02-16,5.426397512436119,0.0,0.0,0.0,0.0,0.0
2020-02-17,31.453924360832076,0.0,0.0,0.0,0.0,0.0
