date,Ext_risk_c,Ext_risk_d,cases_pc,deaths_pc,Int_risk_c,Int_risk_d
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.00795589253180368,0.0,13086.082757194115,0.0
2020-01-25,8.479432516692542,0.0,0.00795589253180368,0.0,11824.00770130397,0.0
2020-01-26,49.923712119360616,0.0,0.00795589253180368,0.0,10882.905173716914,0.0
2020-01-27,50.82226936390981,0.0,0.00795589253180368,0.0,12060.830754298171,0.0
2020-01-28,47.30578847507265,0.0,0.00795589253180368,0.0,11853.834342405702,0.0
2020-01-29,51.55676580546558,0.0,0.00795589253180368,0.0,11856.706419609684,0.0
2020-01-30,58.191013738827635,0.0,0.01591178506360736,0.0,24256.06835702863,0.0
2020-01-31,73.32213411478043,0.0,0.01591178506360736,0.0,26163.414032603247,0.0
2020-02-01,82.64186219739479,0.0,0.01591178506360736,0.0,31212.621227912452,0.0
2020-02-02,98.70571653865846,0.0,0.01591178506360736,0.0,27059.86809130182,0.0
2020-02-03,103.07877377472629,0.0,0.01591178506360736,0.0,30010.804102058188,0.0
2020-02-04,92.4478921701266,0.0,0.01591178506360736,0.0,28024.504148997956,0.0
2020-02-05,275.2661217439163,0.0,0.01591178506360736,0.0,27202.151273340598,0.0
2020-02-06,292.6993506901417,0.0,0.01591178506360736,0.0,27335.205620042485,0.0
2020-02-07,382.2462275364132,0.0,0.00795589253180368,0.0,15428.369121589905,0.0
2020-02-08,476.67041610650557,0.0,0.00795589253180368,0.0,15402.775015315092,0.0
2020-02-09,303.94940903310123,0.0,0.00795589253180368,0.0,12930.934896931412,0.0
2020-02-10,258.1939215958936,0.0,0.00795589253180368,0.0,14494.721265305148,0.0
2020-02-11,242.46234929716942,0.0,0.00795589253180368,0.0,13844.669154209065,0.0
2020-02-12,267.5617352854538,0.0,0.00795589253180368,0.0,13874.90950172245,0.0
